REGION,DIVISION,SCHOOL ID,NAME OF SCHOOL,MUNICIPALITY/ LOCATION,LD,NO. OF SITES,SCOPE OF WORKS,OTHER DESIGN CONFIGURATION,NO. OF ACADEMIC CLASSROOMS,NO. OF WORKSHOP (equivalent to 2-CL),NO. OF ICT/COMPUTER LABORATORY (equivalent to 2-CL),NO. OF SCIENCE LABORATORY (equivalent to 2-CL),NO. OF AVR (equivalent to 2-CL),NO. OF HOME ECONOMICS (equivalent to 2-CL),TOTAL CLASSROOMS,WITH DEMOLITION? YES/ NO,WITH SITE IMPROVEMENT? YES/ NO,WITH SLOPE PROTECTION? YES/NO,OTHER REMARKS,With Site Development Plan?,"With proposal from OTHER SOURCES, including LGUs, NGOs, Private Sector etc)?","Avaiability of Buildable Space
(Y/N)","OTHER REMARKS (Buildable Space)
",Site Ownership,"OTHER REMARKS
Site Ownership
","Viability / Accessibility
(Y/N)","OTHER REMARKS
Viability / Accessibility","Operational Readiness
(Y/N)","OTHER REMARKS
Operational Readiness
","Implementability of Proposed Scope
(Y/N)","OTHER REMARKS
Implementability of Proposed Scope
","Geotechnical Testing
(Y/N)","OTHER REMARKS
Geotechnical Testing
",Latitude,Longitude
Region V,Camarines Sur,306060,LA PURISIMA PILI NATIONAL HIGH SCHOOL,PILI (Capital),3rd ,1,2STY4CL,,4,0,0,0,0,0,4,no,YES,NO,,"Yes, but NOT drawn to scale",no,Y,,Y,USUFRACT,Y,Accessible to all type of vehicle,Y,,y,,Y,,13.5617716,123.2863539
Region V,Camarines Sur,302016,Pili National High School - Pili,PILI (Capital),3rd ,1,4STY16CL,,16,0,0,0,0,0,16,yes,YES,NO,,"Yes, but NOT drawn to scale",no,Y,with buildable space but with for demolition and embarkment,Y,TCT,Y,Accessible to all type of vehicle,Y,,Y,,Y,,13.53439,123.28943
Region V,Camarines Sur,302016,Pili National High School - Pili,PILI (Capital),3rd ,,4STY20CL,,20,0,0,0,0,0,20,yes,YES,NO,,"Yes, but NOT drawn to scale",no,Y,with buildable space but with for demolition and embarkment,Y,TCT,Y,Accessible to all type of vehicle,Y,,Y,,Y,,13.53439,123.28943
Region V,Camarines Sur,301975,Goa National High School,GOA,4th ,1,2STY10CL,,10,0,0,0,0,0,10,no,YES,NO,,"Yes, drawn to scale",no,Y,,Y,DEED OF DONATION,Y,Accessible to all type of vehicle,Y,,Y,,Y,,13.7070497,123.4905737
Region V,Camarines Sur,301975,Goa National High School,GOA,4th ,,2STY10CL,,10,0,0,0,0,0,10,no,YES,NO,,"Yes, drawn to scale",no,Y,,Y,DEED OF DONATION,Y,Accessible to all type of vehicle,Y,,Y,,Y,,13.7070497,123.4905737
Region V,Camarines Sur,112657,Dahat Elementary School,LAGONOY,4th ,1,2STY4CL,,4,0,0,0,0,0,4,yes,YES,NO,,"Yes, but NOT drawn to scale",no,Y,with buildable space but with for demolition and embarkment,Y,TITLED,Y,Accessible to all type of vehicle,Y,,Y,,Y,,13.7358521,123.5069329
Region V,Camarines Sur,301947,Bula National High School,BULA,5th ,1,2STY6CL,,6,0,0,0,0,0,6,no,YES,NO,,"Yes, but NOT drawn to scale",no,Y,,Y,OCT-TCT,Y,Accessible to all type of vehicle,Y,,Y,,Y,,13.475805,123.2799624
Region V,Camarines Sur,112818,Nabua East Central School (Pilot),NABUA,5th ,1,2STY6CL,,6,0,0,0,0,0,6,no,YES,NO,,"Yes, but NOT drawn to scale",no,Y,,Y,,Y,Accessible to all type of vehicle,Y,,Y,,Y,,13.4038654,123.3708784
Region V,Catanduanes,113209,Inalmasinan ES,CARAMORAN,Lone ,1,2STY4CL,,4,0,0,0,0,0,4,YES,YES,NO,NONE,"Yes, but NOT drawn to scale",NONE,Y,Buildable Spcae - to be constructed on dilapidated/for demolition building,,,1,accessible by any type of transportation,1,with Docs for the demolition of dilapidated bldg.,1,Enhance the safety and accessibility of the school building,0,0,13.7922804,124.1354836
Region V,Catanduanes,113205,Tucao-Maysuram ES,CARAMORAN,Lone ,1,2STY8CL,,4,0,1,1,0,0,8,NO,NO,NO,NONE,"Yes, but NOT drawn to scale",NONE,Y,NONE,,,1,accessible by any type of transportation,1,With Buildable Space,1,Newly Opened Integrated School,0,0,#N/A,#N/A
Region V,Catanduanes,502496,Baldoc Integrated School,PANDAN,Lone ,1,3STY12CL,,6,1,1,1,0,0,12,YES,NO,NO,NONE,"Yes, but NOT drawn to scale",NONE,Y,Buildable Spcae - to be constructed on dilapidated/for demolition building,,,1,accessible by any type of transportation,1,with Docs for the demolition of dilapidated bldg.,1,Newly Opened Integrated School,0,0,14.0765281,124.2115879
Region V,Catanduanes,113228,Lourdes ES,PANDAN,Lone ,1,2STY6CL,,6,0,0,0,0,0,6,YES,YES,NO,NONE,"Yes, but NOT drawn to scale",NONE,Y,Buildable Spcae - to be constructed on dilapidated/for demolition building,,,1,accessible by any type of transportation,1,With Buildable Space,1,Improve the quality of learning by providing modern facilities’,0,0,14.0337657,124.2457688
Region V,Catanduanes,302094,Pandan SAT,PANDAN,Lone ,1,3STY12CL,,12,0,0,0,0,0,12,YES,NO,YES,NONE,"Yes, but NOT drawn to scale",NONE,Y,Buildable Spcae - to be constructed on dilapidated/for demolition building,,,1,accessible by any type of transportation,1,with Docs for the demolition of dilapidated bldg.,1,Increase classroom capacity to accommodate growing student enrollment,1,Geotechnical Testing - DPWH,14.0367593,124.1568205
Region V,Catanduanes,113230,Porot ES,PANDAN,Lone ,1,2STY6CL,,6,0,0,0,0,0,6,YES,NO,NO,NONE,"Yes, but NOT drawn to scale",NONE,Y,Buildable Spcae - to be constructed on dilapidated/for demolition building,,,1,accessible by any type of transportation,1,with Docs for the demolition of dilapidated bldg.,1,Improve the quality of learning by providing modern facilities’,0,0,14.0417594,124.2252935
Region V,Catanduanes,113254,San Miguel ES,PANGANIBAN (PAYO),Lone ,1,2STY6CL,,6,0,0,0,0,0,6,YES,NO,NO,NONE,"Yes, but NOT drawn to scale",NONE,Y,Buildable Spcae - to be constructed on dilapidated/for demolition building,,,1,accessible by any type of transportation,1,With Buildable Space,1,ncrease classroom capacity to accommodate growing student enrollment,0,0,13.8952369,124.2738694
Region V,Catanduanes,302096,San Andres Vocational School,SAN ANDRES (CALOLBON),Lone ,1,2STY10CL,,10,0,0,0,0,0,10,YES,NO,YES,NONE,"Yes, drawn to scale",NONE,Y,Buildable Spcae - to be constructed on dilapidated/for demolition building,,,1,accessible by any type of transportation,1,with Docs for the demolition of dilapidated bldg.,1,Enhance the safety and accessibility of the school building,1,Geotechnical testing - DPWH Implemented,13.6003753,124.0952105
Region V,Catanduanes,113328,Sagrada ES,VIGA,Lone ,1,2STY6CL,,6,0,0,0,0,0,6,YES,YES,NO,NONE,"Yes, but NOT drawn to scale",NONE,Y,Buildable Spcae - to be constructed on dilapidated/for demolition building,,,1,accessible by any type of transportation,1,with Docs for the demolition of dilapidated bldg.,1,Replacment of dilapidated classrooms,0,0,13.8416676,124.2785533
Region V,Catanduanes,302083,Catanduanes NHS,VIRAC (Capital),Lone ,1,4STY20CL,,20,0,0,0,0,0,20,YES,NO,YES,NONE,"Yes, drawn to scale",NONE,Y,Buildable Spcae - to be constructed on dilapidated/for demolition building,,,1,accessible by any type of transportation,1,with Docs for the demolition of dilapidated bldg.,1,Replacement of Admin bldg and classroom damaged by TY Rolly,1,Geotechnical Testing - DPWH Implmented,13.5889486,124.2327808
Region V,Iriga City,114418,Don Lazaro Madara Memorial School,IRIGA CITY,5th ,1,2STY4CL,,4,0,0,0,0,0,4,NO,NO,NO,NONE,"Yes, but NOT drawn to scale",NONE,YES,NONE,TAX DECLARATION,,1,0,1,0,1,0,1,0,#N/A,#N/A
Region V,Iriga City,500166,Iriga City Division Integrated Special School (SPED),IRIGA CITY,5th ,1,2STY4CL,,4,0,0,0,0,0,4,NO,NO,NO,NONE,"Yes, but NOT drawn to scale",NONE,YES,NONE,TAX DECLARATION,,1,0,1,0,1,0,0,requested funds already for soil testing,13.4257997,123.4140958
Region V,Iriga City,306334,Iriga City Science High School,IRIGA CITY,5th ,1,2STY4CL,,4,0,0,0,0,0,4,NO,NO,NO,NONE,"Yes, but NOT drawn to scale",NONE,YES,NONE,CONTRACT OF USUFRUCT,,1,0,1,0,1,0,0,requested funds already for soil testing,13.4369883,123.4192123
Region V,Iriga City,310101,"Rinconada National Technical Vocational School Annex, San Francisco Elementary School Campus",IRIGA CITY,5th ,1,2STY4CL,,4,0,0,0,0,0,4,YES,YES,NO,"Provision of 0.70m building floor elevation due to flood history and low lying area. Also with Demolition of 1 -Building, 2cl TLS makeshift building","Yes, but NOT drawn to scale",NONE,YES,NONE,CONTRACT OF USUFRUCT,,1,0,1,0,1,0,0,requested funds already for soil testing,13.413083,123.4120208
Region V,Iriga City,502270,Salvacion Integrated School,IRIGA CITY,5th ,1,2STY4CL,,4,0,0,0,0,0,4,NO,NO,NO,NONE,"Yes, but NOT drawn to scale",NONE,YES,NONE,TAX DECLARATION,,1,0,1,0,1,0,0,requested funds already for soil testing,13.3824033,123.4013308
Region V,Iriga City,114423,San Francisco Elementary School,IRIGA CITY,5th ,1,2STY4CL,,4,0,0,0,0,0,4,NO,YES,NO,Provision of 0.70m building floor elevation due to flood history and low lying area,"Yes, but NOT drawn to scale",NONE,YES,NONE,TCT,DEED OF DONATION,1,0,1,0,1,0,0,requested funds already for soil testing,13.4132587,123.4115779
Region V,Iriga City,114424,San Isidro Elementary School,IRIGA CITY,5th ,1,2STY4CL,,4,0,0,0,0,0,4,NO,YES,NO,Provision of 0.60m building floor elevation due to flood history and low lying area,"Yes, but NOT drawn to scale",NONE,YES,NONE,TCT,DEED OF DONATION,1,0,1,0,1,0,1,0,13.442082,123.401285
Region V,Iriga City,302255,San Pedro National High School,IRIGA CITY,5th ,1,2STY4CL,,4,0,0,0,0,0,4,NO,NO,NO,NONE,"Yes, but NOT drawn to scale",NONE,YES,NONE,CONTRACT OF USUFRUCT,,1,0,1,0,1,0,0,requested funds already for soil testing,13.504814,123.481807
Region V,Iriga City,500168,Santiago Integrated School,IRIGA CITY,5th ,1,2STY6CL,,6,0,0,0,0,0,6,YES,YES,NO,"Demolition of TLS 2cl building, provision of cut & fill works due to sloping terrain","Yes, but NOT drawn to scale",NONE,NO,NONE,TCT,DEED OF DONATION,1,0,1,0,1,0,1,0,13.4121263,123.4568632
Region V,Iriga City,302253,Zeferino Arroyo High School,IRIGA CITY,5th ,1,2STY6CL,,6,0,0,0,0,0,6,YES,NO,NO,"Demolition of 1 -Building, 1-storey 2cl.","Yes, but NOT drawn to scale",NONE,NO,NONE,TCT,DEED OF DONATION,1,0,1,0,1,0,1,0,13.4451432,123.3985412
Region V,Legaspi City,114458,Bogna Elementary School,LEGAZPI CITY  (Capital),2nd ,1,3STY6CL,,4,0,0,1,0,0,6,YES,YES,NO,"The planned construction of a new building with a footprint of approximately 360 square meters within the declared 2,500 square meter site of Bogna Elementary School requires a formal relocation survey. Although the property is officially recorded under Transfer Certificate of Title (TCT) No. 16059 in the name of the DECS Division of Legazpi City and Tax Declaration No. 0530580 under the City of Legazpi, preliminary measurements using Google Earth suggest that the actual area occupied by the school may extend up to 7,500 square meters.

To make room for the new structure, the demolition of existing facilities may be necessary—particularly Building No. 8, a Bagong Lipunan School Building (BLSB) Type I, which is currently classified as needing major repair. While the current fence alignment and available open space suggest that the new building can be accommodated, a relocation survey is essential to confirm whether the documented property boundaries accurately reflect the true extent of the school site. This survey will also help determine any possible encroachments or overlaps with adjacent Lot No. 4142, registered under Ms. Paula Nuñez and covered by Tax Declaration No. 03-0053-00455.

In addition, several trees within the proposed construction area will be affected and must be removed to clear the site. All tree-cutting activities must comply with environmental regulations and should include appropriate mitigation measures, such as replanting or implementing greening initiatives.

It is also important to note that the proposed location for the new three-storey, six-classroom building (3STY6CL) lies at the lowest elevation of the school lot. Therefore, site improvements are necessary to ensure proper drainage and minimize the risk of flooding. If feasible, the installation of an additional drainage system is recommended to manage surface runoff and protect the structural integrity of the new facility. Moreover, the finished floor level of the ground floor must be elevated to prevent floodwaters from disrupting school operations and compromising the safety of students and staff.

Lastly, while the site development plan prepared by the DepEd Central Office is drawn to scale, it does not show the actual location of the titled lots in relation to the existing fence boundaries. As such, there is currently no assurance that the present fence alignment corresponds to the legal property limits. This further underscores the need for an actual survey and evaluation by DepEd Geodetic Engineers, as well as a review of legal documents by the DepEd Technical Assistant II currently deployed in the Province of Albay and Legazpi City, to validate the property’s legal and spatial configuration prior to construction.","Yes, drawn to scale",None,1,"However, The proposed construction of a new building with a footprint of approximately 500 square meters within the declared 2,500 square meter school site of Bogna Elementary School requires a formal relocation survey. Although the site is officially documented under TCT No. 16059 and Tax Declaration No. 0530580, preliminary measurements using Google Earth suggest that the actual area occupied by the school is approximately 7,500 square meters. / Subject For relocation Survey

The relocation survey is essential to verify the true boundaries of Lot No. 4253-A and determine whether the proposed building falls within the legally defined property limits. If the survey confirms that the building footprint overlaps with areas occupied by old existing classrooms, these structures may be replaced as part of the development. However, if the footprint falls within areas where buildings have been newly constructed or repaired within the last five years, the project cannot be implemented due to restrictions on modifying recently improved facilities.

Additionally, the current fence alignment indicates that the proposed structure can be accommodated within the site, but only a verified relocation survey can ensure compliance with property boundaries and avoid encroachment on adjacent Lot No. 4142 under Ms. Paula Nuñez (Tax Declaration No. 03-0053-00455).",With title (TCT/OCT/Special Patent),"Lot No. 4253-A, with a declared area of 2,500 square meters, is covered by TCT No. 16059 under the name of the DECS Division of Legazpi City and Tax Declaration No. 0530580 under the City of Legazpi. However, based on measurements taken via Google Earth, the actual school site appears to cover approximately 7,500 square meters. With the demolition of old existing school buildings and the current fence alignment suggesting that the new structures can be accommodated, a formal relocation survey is necessary to verify whether the lots fall within the actual property boundaries. This survey will also determine whether the documented 2,500 square meter area under the TCT accurately reflects the true extent of the school site, and clarify any potential overlaps with adjacent Lot No. 4142 under Ms. Paula Nuñez (Tax Declaration No. 03-0053-00455)",1,"however, To facilitate access to the proposed construction site at Bogna Elementary School, preparatory activities such as tree cutting and demolition of old structures must be undertaken—but only if the relocation survey confirms that the building footprint falls within the area currently occupied by old or dilapidated classrooms. In this case, the new building, with an estimated footprint of 500 square meters, may be accommodated within the declared 2,500 square meter school site under TCT No. 16059 and Tax Declaration No. 0530580.
 
 However, if the relocation survey reveals that the proposed building overlaps with areas containing newly constructed or recently repaired classrooms (within the last five years), the project is not viable and cannot proceed. Preliminary measurements using Google Earth suggest the actual school site may span approximately 7,500 square meters, further underscoring the need for a formal relocation survey to verify property boundaries and guide implementation decisions.",1,"Bogna Elementary School is operationally ready, with active enrollment and ongoing educational activities, and remains within the Department of Education’s priority areas for infrastructure investment.",1,"however, To ensure the implementability of the proposed infrastructure scope at Bigaa Integrated School, the proposed construction of a new building with a footprint of approximately 500 square meters within the declared 2,500 square meter school site of Bogna Elementary School requires a formal relocation survey.",0,"As of this date, there is no existing record of soil testing conducted at Bogna Elementary School. However, the school has been included in the Department of Public Works and Highways' (DPWH) funding request for soil investigation under the CY 2026 budget allocation",13.18812,123.7276
Region V,Legaspi City,114490,Gogon CS,LEGAZPI CITY  (Capital),2nd ,1,3STY9CL,,7,0,0,1,0,0,9,YES,YES,NO,"Gogon Central School (GCS) is initiating a comprehensive infrastructure development plan to enhance its educational facilities. The school head has proposed the construction of a science laboratory on the topmost floor of a new building to maximize space and provide a dedicated area for science instruction. To accommodate this, Building No. 2—a one-storey concrete structure funded by the Local Government Unit and completed in 1968—along with the existing stand-alone comfort rooms, will be demolished.

In their place, a new three-storey building with nine classrooms (3STY9CL) will be constructed on the same site. This vertical expansion aims to address classroom shortages and modernize the school’s learning environment. To ensure the smooth implementation of the project, the relocation of electrical lines and the cutting of trees within the area are necessary. All environmental activities will comply with regulatory standards and include appropriate mitigation measures.

Gogon Central School shares its property with Gogon High School (GHS), which was originally under the jurisdiction of GCS. When GHS was established, a portion of the lot was allocated for its use, reflecting a shared historical and ownership connection with the City Government of Legazpi.

The legal foundation of GCS’s presence is supported by a deed of donation dated July 18, 1989, in which the City of Legazpi—represented by then-Mayor Benjamin S. Imperial—donated the property to Secretary of Education Lourdes R. Quisumbing. This was further reinforced by a second deed of donation executed on July 20, 2009, with Mayor Noel E. Rosal representing the city and Schools Division Superintendent Epifanio Buela accepting the donation on behalf of the Department of Education.

The property is officially documented under Tax Declaration Nos. 0380901 and 0380896 for Cadastral Lots 943 and 944, and Tax Declaration No. 038981 for Cadastral Lot 942-B. However, the site currently faces challenges due to the presence of informal settlers, with six families residing on the east side and fifteen families on the west side of the lot. Addressing this issue will require coordinated legal and social action to support relocation efforts and align with the school’s long-term development goals.

As such, there is currently no assurance that the present fence alignment corresponds to the legal property limits. This further underscores the need for an actual survey and evaluation by DepEd Geodetic Engineers, as well as a review of legal documents by the DepEd Technical Assistant II currently deployed in the Province of Albay and Legazpi City, to validate the property’s legal and spatial configuration prior to construction.","Yes, but NOT drawn to scale",None,1,"But with demolition of old existing school buildings. Based on the existing fence alignment, the building can be accommodated; however, a relocation survey must first be conducted to verify whether the lots fall within the actual property boundaries. ",Deed of Donation,"Gogon Central School (GCS) and Gogon High School (GHS) share a common property. Initially, the site was under the jurisdiction of GCS; however, when GHS was established, a portion of the lot was allocated for its use. This shared arrangement reflects a significant historical and ownership connection with the City Government of Legazpi.

The foundation of Gogon Central School’s presence is anchored in a deed of donation dated July 18, 1989, in which the City of Legazpi—represented by then-Mayor Benjamin S. Imperial—donated the property to the Secretary of Education, Lourdes R. Quisumbing. This initial act formalized the school’s establishment within the city’s educational landscape.

Further strengthening its legal standing, a subsequent deed of donation was executed on July 20, 2009, with Mayor Noel E. Rosal representing the City of Legazpi and Schools Division Superintendent Epifanio Buela serving as the recipient on behalf of the Department of Education.

Additionally, the property is supported by official tax declarations: Tax Declaration Nos. 0380901 and 0380896 correspond to Cadastral Lots 943 and 944, while Tax Declaration No. 038981 pertains to Cadastral Lot 942-B.

At present, the site is occupied by informal settlers, with six families residing on the east side of the lot and fifteen families on the west side. This situation presents challenges to land utilization and infrastructure development, and may require coordinated action to address legal, social, and relocation concerns in alignment with the school’s long-term plans.",1,"To facilitate access to the construction site, activities such as tree cutting, demolition of old existing buildings and other stuctures must be undertaken.",1,"Gogon Central School is operationally ready, with active enrollment and ongoing educational activities. It remains within the Department of Education’s priority areas for infrastructure investment. In addition to its educational function, the school also serves a vital role in disaster preparedness, as it is equipped with facilities to accommodate evacuees and is officially designated as an evacuation shelter during calamities.",1,"however, To ensure the implementability of the proposed infrastructure scope at Bigaa Integrated School, the demolition of old classrooms is necessary to free up buildable space, and a relocation survey must also be conducted to verify the original lot boundaries against the existing fence line within the school premises.",0,"As of this date, a soil test report is available for Gogon High School, conducted in 2019. Gogon High School is located adjacent to Gogon Central School. However, if the proposed building site for Gogon Central School is situated away from the location covered by the existing soil test, it is recommended that a separate geotechnical investigation be conducted specifically for GCS. Currently, only Gogon High School has a soil test report on record.",13.1555518,123.7453877
Region V,Ligao City,111834,Abella ES,CITY OF LIGAO,3rd ,1,2STY6CL,,6,,,,,,6,YES,YES,,,,,Y,,Deed of Donation,,1,,y,,1,0,1,Needs Geothecnical Testing,13.11668,123.43324
Region V,Ligao City,111821,Ligao East CS,CITY OF LIGAO,3rd ,1,3STY9CL,,9,,,,,,9,YES,YES,,,,,Y,,Tax Decclaration,,1,0,y,0,1,0,1,Needs Geothecnical Testing,13.238097,123.5512429
Region V,Ligao City,301837,Ligao National High School,CITY OF LIGAO,3rd ,1,4STY16CL,,16,,,,,,16,YES,YES,,,,,Y,,Deed of Donation,,1,0,y,0,1,0,1,Needs Geothecnical Testing,13.2413889,123.5336111
Region V,Masbate,302145,Federico A. Estipona Memorial High School,MANDAON,2nd ,1,3STY9CL,,9,,,,,,9,YES,YES,YES,,"Yes, drawn to scale",,Y,,Deed of Donation/Tax Declaration,,1,0,1,0,1,0,0,0,12.226479,123.2898576
Region V,Masbate,302145,Federico A. Estipona Memorial High School,MANDAON,2nd ,,2STY6CL,,6,,,,,,6,,,,,,,,,,,,,,,,,,,12.226479,123.2898576
Region V,Masbate,302178,Vivencio P. Casas Sr. Memorial High School,PLACER,3rd ,1,3STY9CL,,9,0,0,0,0,0,9,NO,YES,YES,,"Yes, but NOT drawn to scale",,Y,,Deed of Donation,,1,0,1,0,1,0,0,0,11.8868373,123.9013002
Region V,Masbate,302178,Vivencio P. Casas Sr. Memorial High School,PLACER,3rd ,,2STY4CL,,4,0,0,0,0,0,4,NO,YES,YES,,"Yes, but NOT drawn to scale",,Y,,Deed of Donation,,1,0,1,0,1,0,0,0,11.8868373,123.9013002
Region V,Masbate,302121,Buenavista National High School,USON,3rd ,1,3STY9CL,,9,0,0,0,0,0,9,YES,YES,YES,,"Yes, but NOT drawn to scale",,Y,,Deed of Donation/Tax Declaration,,1,0,1,0,1,0,0,0,12.179125,123.792052
Region V,Masbate,302121,Buenavista National High School,USON,3rd ,,2STY4CL,,4,,,,,,4,YES,YES,YES,,"Yes, but NOT drawn to scale",,Y,,Deed of Donation/Tax Declaration,,1,0,1,0,1,0,0,0,12.179125,123.792052
Region V,Masbate City,305914,B. Titong High School,CITY OF MASBATE (Capital),2nd ,1,2STY10CL,,10,,,,,,10,,,NO,,"Yes, but NOT drawn to scale",NO,Y,,deed of donation,,y,0,y,0,y,0,n,0,12.43979,123.5631
Region V,Masbate City,130949,Calolod Elementary School,CITY OF MASBATE (Capital),2nd ,1,2STY6CL,,6,,,,,,6,,,NO,,"Yes, but NOT drawn to scale",NO,Y,,deed of donation,,y,0,y,0,y,0,n,0,12.337,123.56957
Region V,Masbate City,113696,Kinamaligan Elementary School,CITY OF MASBATE (Capital),2nd ,1,2STY6CL,,6,,,,,,6,YES,YES,YES,,"Yes, but NOT drawn to scale",NO,Y,,special patent,,y,0,y,0,y,0,n,0,12.359594,123.616516
Region V,Masbate City,113696,Kinamaligan Elementary School,CITY OF MASBATE (Capital),2nd ,,2STY4CL,,4,,,,,,4,,YES,NO,,"Yes, but NOT drawn to scale",NO,Y,,special patent,,y,0,y,0,y,0,n,0,12.359594,123.616516
Region V,Masbate City,302148,Masbate National Comprehensive High School,CITY OF MASBATE (Capital),2nd ,1,3STY9CL,,9,,,,,,9,,,NO,,"Yes, but NOT drawn to scale",NO,Y,,presidential proclamation,,y,0,y,0,y,0,n,0,12.3674227,123.6242151
Region V,Masbate City,321802,Usab High School,CITY OF MASBATE (Capital),2nd ,1,2STY8CL,,8,,,,,,8,,YES,YES,,"Yes, but NOT drawn to scale",NO,Y,,deed of donation,,y,0,y,0,y,0,n,0,12.334162,123.576009
Region V,Naga City,302264,Camarines Sur National High School,NAGA CITY,3rd ,1,4STY16CL,,16,0,0,0,0,0,16,Yes,No,No,with demolition of condemned 3STY36CL Building,"Yes, but NOT drawn to scale",,n,,Usufruct,,1,0,1,0,1,0,1,1,13.6305546,123.1912607
Region V,Naga City,302264,Camarines Sur National High School,NAGA CITY,3rd ,,4STY16CL,,16,0,0,0,0,0,16,Yes,No,No,,"Yes, but NOT drawn to scale",,n,,Usufruct,,1,0,1,0,1,0,1,1,13.6305546,123.1912607
Region V,Naga City,302264,Camarines Sur National High School,NAGA CITY,3rd ,,4STY16CL,,16,0,0,0,0,0,16,Yes,No,No,,"Yes, but NOT drawn to scale",,n,,Usufruct,,1,0,1,0,1,0,1,1,13.6305546,123.1912607
Region V,Naga City,302265,Cararayan National High School,NAGA CITY,3rd ,1,4STY16CL,,16,0,0,0,0,0,16,Yes,No,No,,"Yes, but NOT drawn to scale",,n,,Deed of Donation,,1,0,1,0,1,0,1,1,13.62988,123.2380628
Region V,Naga City,305492,Del Rosario High School,NAGA CITY,3rd ,1,3STY6CL,,6,0,0,0,0,0,6,No,No,No,,"Yes, but NOT drawn to scale",,y,,Usufruct,,1,0,1,0,1,0,1,1,13.6186128,123.2394261
Region V,Naga City,114507,Don Manuel I. Abella Central School,NAGA CITY,3rd ,1,4STY16CL,,16,0,0,0,0,0,16,Yes,No,No,,"Yes, but NOT drawn to scale",,n,,Deed of Donation,,1,0,1,0,1,0,1,1,13.6293817,123.2403149
Region V,Naga City,114508,Julian B. Meliton Elementary School,NAGA CITY,3rd ,1,4STY20CL,,20,0,0,0,0,0,20,Yes,Yes,No,,"Yes, but NOT drawn to scale",,n,,Deed of Donation,,1,0,1,0,1,0,1,1,13.61758,123.20252
Region V,Naga City,114515,Mabolo Elementary School,NAGA CITY,3rd ,1,3STY6CL,,6,0,0,0,0,0,6,Yes,Yes,No,,"Yes, but NOT drawn to scale",,n,,Deed of Donation,,1,0,1,0,1,0,1,1,13.6151612,123.1807479
Region V,Naga City,176501,Morada-Ramos Elementary School,NAGA CITY,3rd ,1,2STY6CL,,6,0,0,0,0,0,6,No,No,No,,"Yes, but NOT drawn to scale",,y,,Deed of Donation,,1,0,1,0,1,0,0,1,13.653617,123.2770836
Region V,Naga City,114501,Naga Central School II,NAGA CITY,3rd ,1,3STY15CL,,15,0,0,0,0,0,15,Yes,No,No,,"Yes, but NOT drawn to scale",,n,,Usufruct,,1,0,1,0,1,0,1,1,13.6316194,123.190844
Region V,Naga City,302269,Naga City School of Arts and Trades,NAGA CITY,3rd ,1,4STY12CL,,12,0,0,0,0,0,12,Yes,No,No,,"Yes, but NOT drawn to scale",,n,,Deed of Donation,,1,0,1,0,1,0,1,1,13.6204493,123.1806741
Region V,Naga City,302269,Naga City School of Arts and Trades,NAGA CITY,3rd ,,4STY12CL,,12,0,0,0,0,0,12,Yes,No,No,,"Yes, but NOT drawn to scale",,n,,Deed of Donation,,1,0,1,0,1,0,1,1,13.6204493,123.1806741
Region V,Naga City,302269,Naga City School of Arts and Trades,NAGA CITY,3rd ,,4STY12CL,,12,0,0,0,0,0,12,Yes,No,No,,"Yes, but NOT drawn to scale",,n,,Deed of Donation,,1,0,1,0,1,0,1,1,13.6204493,123.1806741
Region V,Naga City,114502,Pacol Elementary School,NAGA CITY,3rd ,1,2STY8CL,,8,0,0,0,0,0,8,Yes,No,No,,"Yes, but NOT drawn to scale",,n,,,,1,0,1,0,1,0,1,1,13.6515062,123.2322371
Region V,Naga City,114503,Panicuason Elementary School,NAGA CITY,3rd ,1,2STY4CL,,4,0,0,0,0,0,4,Yes,Yes,Yes,,"Yes, but NOT drawn to scale",,y,,Deed of Donation,,1,0,1,0,1,0,1,1,13.663652,123.318477
Region V,Naga City,114504,Rosario V. Maramba Elementary School,NAGA CITY,3rd ,1,3STY9CL,,9,0,0,0,0,0,9,Yes,No,No,,"Yes, but NOT drawn to scale",,y,,Deed of Donation,,1,0,1,0,1,0,1,1,13.64072,123.20406
Region V,Naga City,114516,Sabang Elementary School,NAGA CITY,3rd ,1,2STY6CL,,6,0,0,0,0,0,6,No,Yes,No,,"Yes, but NOT drawn to scale",,y,,Deed of Donation,,1,0,1,0,1,0,1,1,13.6209477,123.186368
Region V,Naga City,114510,San Isidro Elementary School,NAGA CITY,3rd ,1,2STY4CL,,4,0,0,0,0,0,4,No,No,No,,"Yes, but NOT drawn to scale",,y,,Deed of Donation,,1,0,1,0,1,0,0,0,13.63252,123.26906
Region V,Naga City,305876,San Isidro National High School,NAGA CITY,3rd ,1,2STY4CL,,4,0,0,0,0,0,4,No,No,No,,"Yes, but NOT drawn to scale",,y,,Deed of Donation,,1,0,1,0,1,0,0,0,13.6323701,123.2682816
Region V,Naga City,176505,SAN RAFAEL ELEMENTARY SCHOOL SPED CENTER,NAGA CITY,3rd ,1,4STY16CL,,16,0,0,0,0,0,16,Yes,No,No,,"Yes, but NOT drawn to scale",,n,,Deed of Donation,,1,0,1,0,1,0,1,1,13.6322792,123.2274389
